p_id,name,price,colour,brand,img,ratingcount,avg_rating,description,p_attributes,rating_category,price_category
P3105,Mameraa Blue & White Embroidered Semi-Stitched Lehenga Choli,17995.0,Blue,MAMERAA,http://assets.myntassets.com/assets/images/14834804/2021/8/20/709a1069-c1d4-4b78-8ef4-ece299515b011629457422818-blue-embelished-aari-work-net-lehenga-951629457421885-1.jpg,80,4.8,BLUE AND WHITE EMBROIDERED LEHENGA CHOLI WITH DUPATTA BR BLUE AND WHITE EMBROIDERED UNSTITCHED BLOUSE HAS A ROUND NECK LONG SLEEVES BLUE AND WHITE EMBROIDERED SEMISTITCHED LEHENGA HAS DRAWSTRING CLOSURE FLARED HEM BR BLUE AND WHITE EMBELLISHED DUPATTA TAPING BORDERBLOUSE FABRIC NET BR LEHENGA FABRIC NET BR LEHENGA LINING FABRIC POLY CREPE BR DUPATTA FABRIC NET BR,blouse closure na blouse fabric net body or garment size garment measurements in bottom pattern embroidered choli stitch unstitched dupatta with dupatta dupatta border taping dupatta fabric net dupatta pattern embellished hemline flared lehenga closure drawstring lehenga fabric net lehenga lining fabric poly crepe lehenga stitch semistitched neck round neck ornamentation na regions all sleeve length long sleeves sleeve styling regular sleeves sustainable regular technique na top pattern embroidered,GOOD,High
P3106,Chhabra 555 Women Blue & Golden Zari Woven Design Semi-Stitched Banarasi Lehenga Choli,7900.0,Blue,CHHABRA 555,http://assets.myntassets.com/assets/images/13096696/2021/1/14/3a91728e-c670-44b9-af00-926d292b2e421610599055599-chhabra-555-women-blue--golden-zari-woven-design-semi-stitch-1.jpg,60,5.0,Blue and golden zari woven design banarasi lehenga cholibrBlue and golden unstitched zari woven design choli fabricbrBlue and golden semistitched zari woven design lehenga has a flared hem an attached liningbrBlue and golden zari woven design dupatta has tasselled borderbrThe image is for referral purposes the actual product is semistitchedBlouse fabric Art silknbspbrLehenga fabric Art silkbrLehenga lining fabric PolycrepebrDupatta fabric Art silkbrDrycleanMaximum lehenga waist customisable upto 1 m approxbrMaximum lehenga height customisable upto 1 m approxbrUnstitched blouse length 90 cmbrDupatta length 22 mnbspnbspbrDupatta width 90 cm,blouse closure na blouse fabric art silk body or garment size garment measurements in bottom pattern woven design choli stitch unstitched dupatta with dupatta dupatta border tassels dupatta fabric art silk dupatta pattern woven design hemline flared lehenga closure na lehenga fabric art silk lehenga lining fabric poly crepe lehenga stitch semistitched neck na occasion festive ornamentation zari sleeve length short sleeves sustainable regular technique na top pattern woven design,GOOD,High
P3107,Divastri Maroon Embellished Thread Work Semi-Stitched Lehenga & Unstitched Blouse With Dupatta,5999.0,Maroon,DIVASTRI,http://assets.myntassets.com/assets/images/13922448/2021/6/21/eb87f34d-35eb-4172-800f-dc7e0ea121721624264370954-divastri-women-lehenga-choli-4661624264369972-1.jpg,80,4.1,Maroon embellished lehenga choli with dupatta thread work br Maroon embellished unstitched blouse has a round neck long sleeves flared hem br Maroon embellished dupatta borderBlouse fabric Art Silk br Lehenga fabric Art Silk br Lehenga lining fabric Cotton br Dupatta fabric Net brLehenga Lengthnbsp41 inchesnbspnbsp nbspbrWaistnbspup to 38 inchnbspnbsp nbspbrLehenga Flairnbsp35 Mtrnbspnbsp nbspbrBlouse Lengthnbsp07 mtrbrDupatta Lengthnbsp210 mtrnbspnbsp nbspbr,blouse closure na blouse fabric art silk body or garment size garment measurements in bottom pattern embellished choli stitch unstitched dupatta with dupatta dupatta border na dupatta fabric net dupatta pattern embellished hemline flared lehenga closure drawstring lehenga fabric art silk lehenga lining fabric cotton lehenga stitch semistitched neck round neck ornamentation thread work regions all sleeve length long sleeves sleeve styling regular sleeves sustainable regular technique na top pattern embellished,GOOD,High
P3108,Nakkashi Green & Pink Embroidered Semi-Stitched Lehenga & Unstitched Blouse With Dupatta,15849.0,Green,NAKKASHI,http://assets.myntassets.com/assets/images/productimage/2021/2/27/9ab4c8ec-f567-4b36-b8ef-5c370248e4dc1614415569265-1.jpg,50,3.2,green lehenga choli with dupatta has zaribrgreen blouse has a square neck short sleevesbrgreen semistitched lehenga flared hemblouse fabric netbrlehenga fabric netbrdupatta fabric jute silkpsemi stiched lehanga comes with cancan and attached 12 kalis max size uptill 42 waist blouse need to be stiched comes in emboriedered fabric form 90 cms max bust size 43 and dupatta 240 metersp,blouse closure na blouse fabric net body or garment size garment measurements in bottom pattern embroidered choli stitch unstitched dupatta with dupatta dupatta border taping dupatta fabric jute silk dupatta pattern embellished hemline flared lehenga closure na lehenga fabric net lehenga lining fabric na lehenga stitch semistitched neck square neck occasion festive ornamentation zari sleeve length short sleeves sustainable regular technique na top pattern embroidered,AVERAGE,High
P3109,Chhabra 555 Mustard Yellow & Red Semi-Stitched Banarasi Brocade Silk Lehenga Set,7900.0,Mustard,CHHABRA 555,http://assets.myntassets.com/assets/images/15379610/2021/9/21/9899ee40-2726-4666-a983-22133b0d1b0e1632203436612-chhabra-555-mustard--red-semi-stitched-lehenga--unstitched-b-1.jpg,50,4.0,Mustard yellow and red woven design lehenga choli with dupatta zaribrred woven design unstitched blousebrMustard yellow and red woven design semistitched lehenga flared hembrRed woven design dupatta tassels borderBlouse fabric Silk Blend br Lehenga fabric Silk Blend br Lehenga lining fabric Shantoon br Dupatta fabric Silk brMaximum Lehenga waist 43 inchesnbspbrMaximum lehenga height 40 inchesbrBlouse length 90 cmbrDupatta Length 220 metersbrDupatta width 09 meterbrbr,blouse closure na blouse fabric silk blend body or garment size garment measurements in bottom pattern woven design choli stitch unstitched dupatta with dupatta dupatta border tassels dupatta fabric silk dupatta pattern woven design hemline flared lehenga closure na lehenga fabric silk blend lehenga lining fabric shantoon lehenga stitch semistitched neck na ornamentation zari regions all sleeve length short sleeves sleeve styling regular sleeves sustainable sustainable technique na top pattern woven design,GOOD,High
P3110,Jatriqq Maroon Embellished Semi-Stitched Lehenga & Unstitched Blouse With Dupatta,10999.0,Maroon,JATRIQQ,http://assets.myntassets.com/assets/images/productimage/2021/6/3/960e628a-5a93-4615-a6a3-4c237d2d98861622732036886-1.jpg,80,4.9,Maroon sequin embellished semistitched lehenga and unstitched blouse with dupattabrMaroon sequin embellished unstitched blousebrMaroon sequin embellished lehengabrMaroon solid dupatta has embellished dupattaLehenga Length 111 mtrbrLehenga Waist 111 mtrbrLehenga Flare 4 MtrsbrBlouse 085 MtrsbrDupatta Length 240 MtrsbrDupatta width 109 mtrBlouse fabric Silk blendbrLehenga fabric Silk blendbrLehenga lining fabric poly crepebrDupatta fabric Net,blouse closure na blouse fabric silk blend body or garment size garment measurements in bottom pattern embellished choli stitch unstitched dupatta with dupatta dupatta border taping dupatta fabric net dupatta pattern solid hemline flared lehenga closure na lehenga fabric silk blend lehenga lining fabric poly crepe lehenga stitch semistitched neck round neck ornamentation sequinned regions all sleeve length short sleeves sleeve styling regular sleeves sustainable regular technique na top pattern embellished wheretowear wedding parywear traditional festival,GOOD,High
P3111,Ksut Teal Blue & Pink Floral Print Unstitched Lehenga & Blouse With Dupatta,5999.0,Teal,KSUT,http://assets.myntassets.com/assets/images/12680962/2020/11/12/8310cd60-14eb-443b-bfd5-9362e521e8c61605171121809-ksut-teal-blue--pink-floral-print-unstitched-lehenga--blouse-1.jpg,610,3.9,teal blue and pink floral print ehenga cholibrpink solid unstitched blousenbspfabricbrteal blue and pink floral print printed unstitched lehenganbspfabric with cancan detailingbrteal blue and pinknbspfloral print dupatta has tasseled borderskirt length 35 metersbrblouse 70 cmbrdupatta length 225 metersblouse fabric silk blendbrlehenga fabric silk blendbrlehenga lining fabric cottonbrdupatta fabric silk,blouse closure na blouse fabric silk blend body or garment size garment measurements in bottom pattern printed choli stitch unstitched dupatta with dupatta dupatta border tassels dupatta fabric silk dupatta pattern printed hemline flared lehenga closure na lehenga fabric silk blend lehenga lining fabric cotton lehenga stitch unstitched neck na ornamentation na sleeve length sleeveless sustainable regular technique na top pattern solid,AVERAGE,High
P3112,Shubhkala Mauve Embellished Semi-Stitched Lehenga & Unstitched Blouse With Dupatta,10000.0,Mauve,SHUBHKALA,http://assets.myntassets.com/assets/images/13938272/2021/7/22/e0752004-b79b-4517-8eee-8bd9bb36cf961626932696893-shubhkala-women-lehenga-choli-4281626932696049-1.jpg,100,4.8,Mauve embellished lehenga choli with dupatta zaribrMauve embellished unstitched blouse piecebrMauve embellished semistitched lehenga has drawstring closure flared hembrMauve embellished dupatta taping borderbrDisclaimer This semistitched Lehenga Choli set will not come with drawstring and latkanCanCan attached insideCholi Customizable upto 44 inches 112m at the BustbrLehenga Customizable upto 42 inches 106m at the waistbrLehenga length 42 inches 106m at the lengthbrDupatta length 225 mbrDupatta width 1mbrDry cleanBlouse fabric Net br Lehenga fabric Net br Lehenga lining fabric Silk br Dupatta fabric Net br,blouse closure na blouse fabric net body or garment size garment measurements in bottom pattern embellished choli stitch unstitched dupatta with dupatta dupatta border taping dupatta fabric net dupatta pattern embellished hemline flared lehenga closure drawstring lehenga fabric net lehenga lining fabric silk lehenga stitch semistitched neck na ornamentation zari regions all sleeve length short sleeves sleeve styling regular sleeves sustainable regular technique na top pattern embellished,GOOD,High
P3113,Panchhi Mustard & Orange Embroidered Mirror Work Ready To Wear Lehenga & Unstitched Blouse With Dupatta,9999.0,Mustard,PANCHHI,http://assets.myntassets.com/assets/images/productimage/2021/7/6/e1322871-82b3-44da-8fec-520d2af8c8371625573547452-1.jpg,150,4.3,mustard yellow and orange embroidered lehenga choli with dupatta mirror workbrmustard yellow and orange embroidered unstitched blouse has a round neck short sleevesbrmustard yellow and orange printed ready to wear lehenga has zip closure flared hembrmustard yellow and orange embellished dupatta taping borderblouse fabric art silk br lehenga fabric satin br lehenga lining fabric shantoon br dupatta fabric net brcholi customizable upto 40 inches 101 m at the bustbrlehenga customizable upto 40 inches 101 m at the waistbrlehenga length 42 inches 116 m at the lengthbrdupatta length 250 metresbrdupatta width 1 metre,blouse closure na blouse fabric art silk body or garment size garment measurements in bottom pattern printed choli stitch unstitched dupatta with dupatta dupatta border taping dupatta fabric net dupatta pattern embellished hemline flared lehenga closure zip lehenga fabric satin lehenga lining fabric shantoon lehenga stitch ready to wear neck round neck ornamentation mirror work regions all sleeve length short sleeves sleeve styling regular sleeves style tip look more beautiful amp make everybody jealous of your beauty with this gorgeous crop top lehengas sustainable regular technique na top pattern embroidered,GOOD,High
P3114,Netram Teal Embroidered Semi Stitched Lehenga & Blouse With Dupatta,9480.0,Teal,NETRAM,http://assets.myntassets.com/assets/images/productimage/2021/2/26/e3c3c018-b221-43d7-b0c5-c715b2d9dbd11614327191018-1.jpg,240,4.0,teal lehenga choli with dupatta has sequinnedbrteal unstitchednbspblousebrteal unstitched lehenga flared hembrteal dupatta with taping borderbrdisclaimer images are for referral purposes only the actual product is unstitchedlehenga106 mbrblouse 1 mnbspbrdupatta 240 mbrlehenga gher 240 mblouse fabric netbrlehenga fabric netbrlehenga lining fabric satinbrdupatta fabric net,blouse closure na blouse fabric net body or garment size garment measurements in bottom pattern embroidered choli stitch unstitched dupatta with dupatta dupatta border taping dupatta fabric net dupatta pattern embellished hemline flared lehenga closure na lehenga fabric net lehenga lining fabric satin lehenga stitch semistitched neck round neck ornamentation sequinned sleeve length short sleeves sustainable regular technique na top pattern embroidered,GOOD,High
P3115,Divastri Navy Blue & Grey Ready To Wear Lehenga & Unstitched Blouse With Dupatta,5999.0,Navy Blue,DIVASTRI,http://assets.myntassets.com/assets/images/13922400/2021/6/21/0e24ce3c-8052-42d7-a7ba-acefe0f582d21624271083840-divastri-women-lehenga-choli-9931624271083003-1.jpg,70,3.3,NAVY BLUE AND GREY WOVEN DESIGN LEHENGA CHOLI WITH DUPATTA BR NAVY BLUE AND GREY WOVEN DESIGN UNSTITCHED BLOUSE HAS A ROUND NECK THREEQUARTER SLEEVES FLARED HEM BR NAVY BLUE AND GREY WOVEN DESIGN DUPATTA TASSELS BORDERBLOUSE FABRIC SILK BR LEHENGA FABRIC SILK BR LEHENGA LINING FABRIC COTTON BR DUPATTA FABRIC SILK BR,blouse closure na blouse fabric silk body or garment size garment measurements in bottom pattern woven design choli stitch unstitched dupatta with dupatta dupatta border tassels dupatta fabric silk dupatta pattern woven design hemline flared lehenga closure drawstring lehenga fabric silk lehenga lining fabric cotton lehenga stitch ready to wear neck round neck ornamentation na regions all sleeve length threequarter sleeves sleeve styling regular sleeves sustainable regular technique na top pattern woven design,AVERAGE,High
P3116,Divastri Green Embellished Sequinned Semi-Stitched Ruffle Lehenga & Unstitched Choli,5999.0,Green,DIVASTRI,http://assets.myntassets.com/assets/images/13922348/2021/6/18/d77add05-0e8b-4e31-8fee-582f967432071624009138512-divastri-women-lehenga-choli-2881624009137488-1.jpg,30,3.3,Green embellished lehenga choli sequinnedbrGreen embellished unstitched blousebrBlack shrugBlouse fabric Silk br Lehenga fabric Net br Lehenga lining fabric Cotton br,blouse closure na blouse fabric silk body or garment size garment measurements in bottom pattern embellished choli stitch unstitched dupatta na dupatta border na dupatta fabric na dupatta pattern na hemline flared lehenga closure drawstring lehenga fabric net lehenga lining fabric cotton lehenga stitch semistitched neck round neck ornamentation sequinned regions all sleeve length sleeveless sleeve styling no sleeves sustainable regular technique na top pattern embellished,AVERAGE,High
P3117,Netram Peach-Coloured Unstitched Lehenga & Blouse With Dupatta,13206.0,Peach,NETRAM,http://assets.myntassets.com/assets/images/productimage/2021/2/26/83146a24-8d8d-46eb-8dd9-4b8ee97c2c331614320116699-1.jpg,110,3.9,peachcoloured lehenga choli with dupatta has thread workbrpeachcoloured blouse has a round neck short sleevesbrpeachcoloured unstitched lehenga flared hemplehenganet42 inch blousenet1 mtr dupattanet240 mtr lehenga gher240 mtrpblouse fabric netbrlehenga fabric netbrlehenga lining fabric satinbrdupatta fabric net,blouse closure na blouse fabric net body or garment size garment measurements in bottom pattern embroidered choli stitch unstitched dupatta with dupatta dupatta border taping dupatta fabric net dupatta pattern woven design hemline flared lehenga closure na lehenga fabric net lehenga lining fabric satin lehenga stitch unstitched neck round neck ornamentation thread work sleeve length short sleeves sustainable regular technique na top pattern embroidered,AVERAGE,High
P3118,Purvaja Navy Blue & Pink Ready To Wear Jacquard Lehenga & Unstitched Blouse With Dupatta,6999.0,Navy Blue,PURVAJA,http://assets.myntassets.com/assets/images/16538602/2021/12/16/d743e031-8d26-49e5-9ea7-19275359be5a1639665009700purvajawomennavyblue1.jpg,180,4.5,NAVY BLUE AND PINK WOVEN DESIGN LEHENGA CHOLI WITH DUPATTABRNAVY BLUE AND PINK WOVEN DESIGN UNSTITCHED BLOUSEBRNAVY BLUE AND PINK WOVEN DESIGN READY TO WEAR LEHENGA HAS ZIP CLOSURE FLARED HEMBRPINK WOVEN DESIGN DUPATTA TAPING BORDERLEHENGA LENGTH 111 MBRDUPATTA WIDTH 57CMBRFLARE 250 MBRDUPATTA LENGTH 220 MBRCHOLI LENGTH 1 MTOP ART SILKBRBOTTOM ART SILKBRDUPATTA ART SILKBRHAND WASH,blouse closure na blouse fabric art silk body or garment size garment measurements in bottom pattern woven design choli stitch unstitched dupatta with dupatta dupatta border taping dupatta fabric art silk dupatta pattern woven design hemline flared lehenga closure zip lehenga fabric art silk lehenga lining fabric poly crepe lehenga stitch ready to wear neck na ornamentation na regions all sleeve length sleeveless sleeve styling no sleeves sustainable regular technique na top pattern woven design,GOOD,High
P3119,Panchhi Pink & Beige Embellished Semi-Stitched Lehenga & Unstitched Blouse With Dupatta,3999.0,Pink,PANCHHI,http://assets.myntassets.com/assets/images/12003682/2020/8/19/d03603fb-2298-407c-83fa-85cb954c7b871597825906023-panchhi-women-lehenga-choli-7371597825903246-1.jpg,130,4.5,Pink beige and peachcoloured embellished lehenga choli with dupatta has beads and stonesbrBeige embellished unstitched blouse has a Vneck short sleevesbrPink dyed semistitched lehenga has drawstring closure flared hembrPeachcoloured embellished dupatta has taping borderBlouse fabric Art SilkbrLehenga fabric Art SilkbrLehenga lining fabric ShantoonbrDupatta fabric NetLehenga 4 meter with Inner attachedbrBlouse 1 meterbrDupatta 250 meterbrCustomizable upto 42 Bust and Waist and 42Waist Length42,blouse closure na blouse fabric art silk body or garment size garment measurements in bottom pattern dyed choli stitch unstitched dupatta with dupatta dupatta border taping dupatta fabric net dupatta pattern embellished hemline flared lehenga closure drawstring lehenga fabric art silk lehenga lining fabric shantoon lehenga stitch semistitched neck vneck occasion festive ornamentation beads and stones sleeve length short sleeves technique shibori top pattern embellished,GOOD,High
P3120,Redround Green Embellished Semi-Stitched Lehenga & Unstitched Blouse With Dupatta,5999.0,Green,REDROUND,http://assets.myntassets.com/assets/images/15293320/2021/8/28/0f07a711-905c-4dfc-af67-c58993a4ec291630150395386redroundgreennetzarisemistitchedlehengacholiwithdupatta1.jpg,40,1.8,green embellished lehenga choli with dupatta zari br green embellished unstitched blouse has a round neck sleeveless green embellished semistitched lehenga flared hem br green embellished dupatta borderblouse fabric net br lehenga fabric net br dupatta fabric net br,blouse closure na blouse fabric net body or garment size garment measurements in bottom pattern embellished choli stitch unstitched dupatta with dupatta dupatta border na dupatta fabric net dupatta pattern embellished hemline flared lehenga closure na lehenga fabric net lehenga lining fabric na lehenga stitch semistitched neck round neck ornamentation zari regions all sleeve length sleeveless sleeve styling regular sleeves sustainable regular technique na top pattern embellished,POOR,High
P3121,Divastri Cream-Coloured & Pink Embroidered Semi-Stitched Lehenga & Unstitched Blouse With Dupatta,5999.0,Cream,DIVASTRI,http://assets.myntassets.com/assets/images/12824908/2021/4/1/4b3808e8-a85a-482c-af51-a4964a2a2ced1617266264769-divastri-women-lehenga-choli-381617266263378-1.jpg,60,3.3,CREAMCOLOURED AND PINK EMBROIDERED LEHENGA CHOLI WITH DUPATTA HAS THREAD WORKBRCREAMCOLOURED AND PINK EMBROIDERED UNSTITCHED BLOUSE HAS A MANDARIN COLLAR SHORT SLEEVESBRCREAMCOLOURED AND PINK SOLID SEMISTITCHED LEHENGA HAS DRAWSTRING CLOSURE FLARED HEMBRCREAMCOLOURED AND PINK SOLID DUPATTA HAS SOLID BORDERPDUPATTA LEGNTH210 MTRDUPATTA WIDTH34 INCHDUPATTA FABRICNETPBLOUSE FABRIC SILK BLENDBRLEHENGA FABRIC NETBRLEHENGA LINING FABRIC COTTONBRDUPATTA FABRIC NET,blouse closure na blouse fabric silk blend body or garment size garment measurements in bottom pattern solid choli stitch unstitched dupatta with dupatta dupatta border solid dupatta fabric net dupatta pattern solid hemline flared lehenga closure drawstring lehenga fabric net lehenga lining fabric cotton lehenga stitch semistitched neck mandarin collar occasion festive ornamentation thread work sleeve length short sleeves sustainable regular technique na top pattern embroidered,AVERAGE,High
P3122,Ethnovogue Green Embellished Made To Measure Lehenga & Blouse With Dupatta,9007.0,Nan,ETHNOVOGUE,http://assets.myntassets.com/assets/images/13915012/2021/4/22/6b6de747-a295-40a5-ae9a-f4328c2d79571619094027890-ethnovogue-green-embellished-made-to-measure-lehenga--blouse-1.jpg,20,5.0,GREEN MADE TO MEASURE LEHENGA CHOLI WITH DUPATTA HAS SEQUINNEDBRGREEN MADE TO MEASURE EMBELLISHED BLOUSE HAS A ROUND NECK THREEQUARTER SLEEVESBRGREEN MADE TO MEASURE LEHENGA FLARED HEMBRGREEN SOLID DUPATTA HAS TAPING BORDERBRBRBWHAT IS MADE TO MEASUREBBRCUSTOMISED CHOLI ACCORDING TO YOUR BUST AND LENGTH SO PLEASE REFER TO THE SIZE CHART TO PICK YOUR PERFECT SIZEBRBRBHOW TO MEASURE BUSTBBRMEASURE UNDER YOUR ARMS AND AROUND YOUR CHEST TO FIND YOUR BUST SIZE IN INCHESTHIS PRODUCT IS MADE TO MEASURE PLEASE REFER TO THE SIZE CHARTBLOUSE FABRIC POLY GEORGETTEBRLEHENGA FABRIC POLY GEORGETTEBRLEHENGA LINING FABRIC POLY CREPEBRDUPATTA FABRIC POLY GEORGETTE,blouse closure zip blouse fabric poly georgette body or garment size garment measurements in bottom pattern solid choli stitch made to measure dupatta with dupatta dupatta border taping dupatta fabric poly georgette dupatta pattern solid hemline flared lehenga closure drawstring lehenga fabric poly georgette lehenga lining fabric poly crepe lehenga stitch made to measure neck round neck ornamentation sequinned sleeve length threequarter sleeves sustainable regular technique na top pattern embellished,GOOD,High
P3123,Redround Pink Embroidered Sequinned Semi-Stitched Lehenga & Unstitched Blouse With Dupatta,6849.0,Pink,REDROUND,http://assets.myntassets.com/assets/images/16653184/2022/1/27/d5527883-9235-4819-84cb-e51e755cef491643262176815-redround-pink-net-semi-stitched-lehenga-choli-with-dupatta-3-1.jpg,20,1.5,Pink embroidered lehenga choli with dupatta sequinnedbrPink embroidered unstitched blousebrpink solid semistitched lehenga has drawstring closure flared hembrPink solid dupatta borderLehenga Flare 4 meterbrBlouse UnstitchedbrDupatta 25 meterbrCustomizable upto Bust amp Waist 41 InchesbrLehenga Length 45 InchesLehenga fabric NetbrBlouse fabricPoly georgettebrLehenga lining fabric netbrDupatta fabri NetbrDryclean,blouse closure na blouse fabric poly georgette body or garment size garment measurements in bottom pattern solid choli stitch unstitched dupatta with dupatta dupatta border na dupatta fabric net dupatta pattern solid hemline flared lehenga closure drawstring lehenga fabric net lehenga lining fabric silk lehenga stitch semistitched neck vneck ornamentation sequinned regions all sleeve length sleeveless sleeve styling no sleeves sustainable regular technique na top pattern embroidered,POOR,High
P3124,Netram Beige & Sea Green Embroidered Semi-Stitched Lehenga & Unstitched Blouse With Dupatta,7851.0,Beige,NETRAM,http://assets.myntassets.com/assets/images/productimage/2021/3/15/9a502b23-8ebb-4544-bf51-78003a5fb8371615813460037-1.jpg,90,4.6,Beige lehenga choli with dupatta has zaribrBeige unstitch blouse piecenbspbrBeige semistitched lehenga flared hembrSea Green embellished dupattanbspbrBlouse fabric NetbrLehenga fabric NetbrLehenga lining fabric SatinbrDupatta fabric NetLehengaNet 106 m 42inchnbspbrBlouse 1 mnbspbrDupatta240 mbrLehenga gher240 m,blouse closure na blouse fabric net body or garment size garment measurements in bottom pattern embroidered choli stitch unstitched dupatta with dupatta dupatta border taping dupatta fabric net dupatta pattern embellished hemline flared lehenga closure na lehenga fabric net lehenga lining fabric satin lehenga stitch semistitched neck vneck ornamentation zari sleeve length short sleeves sustainable regular technique na top pattern embroidered,GOOD,High
P3125,Nan,7899.0,Black,SHOPGARB,http://assets.myntassets.com/assets/images/12892814/2020/12/11/8324d9bd-a576-40c9-bdb1-fd6c7759a6a31607667911171-shopgarb-women-lehenga-choli-4261607667907780-1.jpg,170,3.9,Black and golden lehenga choli with dupattabrBlack and pink unstitched sequinned blousebrBlack and pink printed unstitched lehenga attached liningbrBlack and pink printed dupattaBlouse length 1 meterbrLehenga length 35 metresbrCustomizable up to 44 length and 42 WaistbrDupatta length 250 metresbrDupatta width 102 metresBlouse fabric Raw SilkbrLehenga fabric OrganzabrLehenga lining fabric Poly CrepebrDupatta fabric OrganzabrDryclean,blouse closure na blouse fabric raw silk body or garment size garment measurements in bottom pattern printed choli stitch unstitched dupatta with dupatta dupatta border printed dupatta fabric organza dupatta pattern embellished hemline flared lehenga closure na lehenga fabric organza lehenga lining fabric poly crepe lehenga stitch unstitched neck na ornamentation zari sleeve length short sleeves sustainable regular technique na top pattern embellished,AVERAGE,High
P3126,Shubhkala Coral & Off-White Printed Semi-Stitched Lehenga & Unstitched Blouse With Dupatta,10000.0,Coral,SHUBHKALA,http://assets.myntassets.com/assets/images/13938218/2021/4/9/767176f8-620b-4028-853e-23c8898d474c1617960401165-shubhkala-coral--off-white-printed-semi-stitched-lehenga--un-1.jpg,20,5.0,coral red and golden printed lehenga choli with dupattabrwhite and golden printed unstitched blouse has a boat neck long sleevesbrcoral red and golden printed semistitched lehenga has drawstring closure flared hemnbspand an attached liningbroffwhite and golden floral print dupatta has gotta patti taping borderblouse fabric poly georgettebrlehenga fabric poly georgettebrlehenga lining fabric silkbrdupatta fabric netcholi customizable upto 44 inches 101 m at the bustbrlehenga customizable upto 42 inches 106 m at the waistbrlehenga length 42 inches 116 m at the lengthbrdupatta length 225 mbrdupatta width 1 m,blouse closure na blouse fabric poly georgette body or garment size garment measurements in bottom pattern printed choli stitch unstitched dupatta with dupatta dupatta border na dupatta fabric net dupatta pattern printed hemline flared lehenga closure drawstring lehenga fabric poly georgette lehenga lining fabric silk lehenga stitch semistitched neck boat neck occasion festive ornamentation mukaish sleeve length long sleeves sustainable regular technique foil print top pattern printed,GOOD,High
P3127,Mameraa Blue Printed Semi-Stitched Lehenga & Unstitched Blouse With Dupatta,12495.0,Blue,MAMERAA,http://assets.myntassets.com/assets/images/16420660/2022/1/17/658e8188-7577-4f3f-aed3-92690cd798811642409754729-sequnied-lehenga-choli-7111642409753610-1.jpg,120,4.2,Blue printed lehenga choli with dupattabrBlue printed unstitched blouse blue printed semistitched lehenga has slipon closure flared hembrBlue printed dupatta solid borderpLehenga 270 meter with Inner attached Blouse08 meter Dupatta 226 meter Customizable upto 42 Bust and Waist and 42Waist Length42pLehenga fabric OrganzabrBlouse Fabric Art SilkbrDupatta Fabric NetbrDry clean,better cotton initiative regular blouse closure na blouse fabric art silk body or garment size garment measurements in bottom pattern printed choli stitch unstitched dupatta with dupatta dupatta border solid dupatta fabric net dupatta pattern printed hemline flared lehenga closure slipon lehenga fabric organza lehenga lining fabric shantoon lehenga stitch semistitched neck round neck ornamentation na regions all sleeve length threequarter sleeves sleeve styling regular sleeves style tip fashionparty wear amp function wear amp wedding wear to cloth sustainable regular technique na top pattern printed wheretowear fashionparty wear amp function wear amp wedding wear to cloth,GOOD,High
P3128,Redround Purple Embroidered Semi-Stitched Lehenga & Unstitched Blouse With Dupatta,6499.0,Purple,REDROUND,http://assets.myntassets.com/assets/images/16465384/2021/12/11/680497ee-9500-40ca-998f-2994c33deb8b1639228879798redroundwomenpurple1.jpg,60,2.5,PURPLE EMBROIDERED LEHENGA CHOLI WITH DUPATTA ZARI BR PURPLE EMBROIDERED UNSTITCHED BLOUSE HAS A ROUND NECK THREEQUARTER SLEEVES PURPLE EMBROIDERED SEMISTITCHED LEHENGA FLARED HEM BR PURPLE SOLID DUPATTA BORDERPLEHENGA FLARE 25 METER WITH INNER ATTACHED BLOUSE UNSTITCHED DUPATTA 25 METER CUSTOMIZABLE UPTO BUST AMP WAIST 41 INCHES LEHENGA LENGTH 42 INCHESPNETBRDRY CLREAN ONLY DO NOT BLEACH,blouse closure na blouse fabric net body or garment size garment measurements in bottom pattern embroidered choli stitch unstitched dupatta with dupatta dupatta border na dupatta fabric net dupatta pattern solid hemline flared lehenga closure na lehenga fabric net lehenga lining fabric silk lehenga stitch semistitched neck round neck ornamentation zari regions all sleeve length threequarter sleeves sleeve styling no sleeves sustainable regular technique na top pattern embroidered,AVERAGE,High
P3129,V Sales Red & Gold-Toned Embroidered Semi-Stitched Lehenga & Unstitched Blouse With Dupatta,19752.0,Red,V SALES,http://assets.myntassets.com/assets/images/productimage/2021/3/27/9354aa34-3fbc-456e-8969-000cae14d68a1616845150186-1.jpg,120,3.8,Red lehenga choli with dupatta has zaribrRed blouse has a uneck short sleevesbrRed semistitched lehenga flared hemBlouse fabric VelvetbrLehenga fabric VelvetbrLehenga lining fabric Poly CrepebrDupatta fabric NetBustin Inches 420brTo Fit Waistin Inches 400brCholi Lengthin Inches 150brLehenga Lengthin Inches 440brAcross Shoulderin Inches 150,blouse closure na blouse fabric velvet body or garment size garment measurements in bottom pattern embroidered choli stitch unstitched dupatta with dupatta dupatta border taping dupatta fabric net dupatta pattern embellished hemline flared lehenga closure na lehenga fabric velvet lehenga lining fabric poly crepe lehenga stitch semistitched neck uneck ornamentation zari sleeve length short sleeves sustainable regular technique na top pattern embroidered,AVERAGE,High
